"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC01: Verify login successful","2279","test_login_success","tests","Tue Jan 20 09:56:22 UTC 2026","passed","Tue Jan 20 09:56:24 UTC 2026","TestLogin","test_login","",""
